PAWN						S_PAWN						KNIGHT						S_KNIGHT					
초급검	1	15	0.16	도+1	2500 	초급검	1	15	0.208	도+1	1923 	초급검	1 	15 	0.24	도+1	1667 	초급검	1	15	0.4	도+1	1000 
	1	15	0.08	도+2	5000 		1	15	0.104	도+2	3846 		1 	15 	0.12	도+2	3333 		1	15	0.2	도+2	2000 
	1	15	0.4	장검+0	1000 		1	15	0.52	장검+0	769 		1 	15 	0.6	장검+0	667 		1	15	1	장검+0	400 
	1	15	0.16	장검+1	2500 		1	15	0.208	장검+1	1923 		1 	15 	0.24	장검+1	1667 		1	15	0.4	장검+1	1000 
	1	15	0.08	장검+2	5000 		1	15	0.104	장검+2	3846 		1 	15 	0.12	장검+2	3333 		1	15	0.2	장검+2	2000 
	1	15	0.4	월도+0	1000 		1	15	0.52	월도+0	769 		1 	15 	0.6	월도+0	667 		1	15	1	월도+0	400 
	1	15	0.16	월도+1	2500 		1	15	0.208	월도+1	1923 		1 	15 	0.24	월도+1	1667 		1	15	0.4	월도+1	1000 
	1	15	0.08	월도+2	5000 		1	15	0.104	월도+2	3846 		1 	15 	0.12	월도+2	3333 		1	15	0.2	월도+2	2000 
	5	15	0.4	세검+0	1000 		5	15	0.52	세검+0	769 		5 	15 	0.6	세검+0	667 		5	15	1	세검+0	400 
	5	15	0.16	세검+1	2500 		5	15	0.208	세검+1	1923 		5 	15 	0.24	세검+1	1667 		5	15	0.4	세검+1	1000 
	5	15	0.08	세검+2	5000 		5	15	0.104	세검+2	3846 		5 	15 	0.12	세검+2	3333 		5	15	0.2	세검+2	2000 
	5	15	0.2	낭아도+0	2000 		5	15	0.26	낭아도+0	1538 		5 	15 	0.3	낭아도+0	1333 		5	15	0.5	낭아도+0	800 
	5	15	0.08	낭아도+1	5000 		5	15	0.104	낭아도+1	3846 		5 	15 	0.12	낭아도+1	3333 		5	15	0.2	낭아도+1	2000 
초급양손검	1	15	0.4	대도+0	1000 	초급양손검	1	15	0.52	대도+0	769 	초급양손검	1 	15 	0.6	대도+0	667 	초급양손검	1	15	1	대도+0	400 
	1	15	0.16	대도+1	2500 		1	15	0.208	대도+1	1923 		1 	15 	0.24	대도+1	1667 		1	15	0.4	대도+1	1000 
	1	15	0.08	대도+2	5000 		1	15	0.104	대도+2	3846 		1 	15 	0.12	대도+2	3333 		1	15	0.2	대도+2	2000 
	1	15	0.4	장창+0	1000 		1	15	0.52	장창+0	769 		1 	15 	0.6	장창+0	667 		1	15	1	장창+0	400 
	1	15	0.16	장창+1	2500 		1	15	0.208	장창+1	1923 		1 	15 	0.24	장창+1	1667 		1	15	0.4	장창+1	1000 
	1	15	0.08	장창+2	5000 		1	15	0.104	장창+2	3846 		1 	15 	0.12	장창+2	3333 		1	15	0.2	장창+2	2000 
	1	15	0.4	단두도+0	1000 		1	15	0.52	단두도+0	769 		1 	15 	0.6	단두도+0	667 		1	15	1	단두도+0	400 
	1	15	0.16	단두도+1	2500 		1	15	0.208	단두도+1	1923 		1 	15 	0.24	단두도+1	1667 		1	15	0.4	단두도+1	1000 
	1	15	0.08	단두도+2	5000 		1	15	0.104	단두도+2	3846 		1 	15 	0.12	단두도+2	3333 		1	15	0.2	단두도+2	2000 
	5	15	0.4	쇄후쌍구+0	1000 		5	15	0.52	쇄후쌍구+0	769 		5 	15 	0.6	쇄후쌍구+0	667 		5	15	1	쇄후쌍구+0	400 
	5	15	0.16	쇄후쌍구+1	2500 		5	15	0.208	쇄후쌍구+1	1923 		5 	15 	0.24	쇄후쌍구+1	1667 		5	15	0.4	쇄후쌍구+1	1000 
	5	15	0.08	쇄후쌍구+2	5000 		5	15	0.104	쇄후쌍구+2	3846 		5 	15 	0.12	쇄후쌍구+2	3333 		5	15	0.2	쇄후쌍구+2	2000 
	5	15	0.2	선인극+0	2000 		5	15	0.26	선인극+0	1538 		5 	15 	0.3	선인극+0	1333 		5	15	0.5	선인극+0	800 
	5	15	0.08	선인극+1	5000 		5	15	0.104	선인극+1	3846 		5 	15 	0.12	선인극+1	3333 		5	15	0.2	선인극+1	2000 
	5	15	0.02	선인극+2	20000 		5	15	0.026	선인극+2	15385 		5 	15 	0.03	선인극+2	13333 		5	15	0.05	선인극+2	8000 
초급두손검	1	15	0.16	단도+1	2500 	초급두손검	1	15	0.208	단도+1	1923 	초급두손검	1 	15 	0.24	단도+1	1667 	초급두손검	1	15	0.4	단도+1	1000 
	1	15	0.08	단도+2	5000 		1	15	0.104	단도+2	3846 		1 	15 	0.12	단도+2	3333 		1	15	0.2	단도+2	2000 
	1	15	0.4	아미자+0	1000 		1	15	0.52	아미자+0	769 		1 	15 	0.6	아미자+0	667 		1	15	1	아미자+0	400 
	1	15	0.16	아미자+1	2500 		1	15	0.208	아미자+1	1923 		1 	15 	0.24	아미자+1	1667 		1	15	0.4	아미자+1	1000 
	1	15	0.08	아미자+2	5000 		1	15	0.104	아미자+2	3846 		1 	15 	0.12	아미자+2	3333 		1	15	0.2	아미자+2	2000 
	1	15	0.4	서역단도+0	1000 		1	15	0.52	서역단도+0	769 		1 	15 	0.6	서역단도+0	667 		1	15	1	서역단도+0	400 
