m	440	191	10	10	0	0	0s	100	1	2311
m	436	193	10	10	0	0	0s	100	1	2311
m	440	195	10	10	0	0	0s	100	1	2311
m	187	196	10	10	0	0	0s	100	1	2311
m	433	196	10	10	0	0	0s	100	1	2311
m	437	196	10	10	0	0	0s	100	1	2311
m	439	196	10	10	0	0	0s	100	1	2311
m	433	197	10	10	0	0	0s	100	1	2311
m	183	198	10	10	0	0	0s	100	1	2311
m	190	198	10	10	0	0	0s	100	1	2311
m	429	198	10	10	0	0	0s	100	1	2311
m	428	199	10	10	0	0	0s	100	1	2311
m	432	199	10	10	0	0	0s	100	1	2311
m	186	201	10	10	0	0	0s	100	1	2311
m	189	202	10	10	0	0	0s	100	1	2311
m	192	202	10	10	0	0	0s	100	1	2311
m	434	202	10	10	0	0	0s	100	1	2311
m	189	203	10	10	0	0	0s	100	1	2311
m	433	203	10	10	0	0	0s	100	1	2311
m	193	206	10	10	0	0	0s	100	1	2311
m	428	206	10	10	0	0	0s	100	1	2311
m	185	208	10	10	0	0	0s	100	1	2311
m	433	209	10	10	0	0	0s	100	1	2311
m	188	212	10	10	0	0	0s	100	1	2311
m	287	212	10	10	0	0	0s	100	1	2311
m	287	213	10	10	0	0	0s	100	1	2311
m	429	213	10	10	0	0	0s	100	1	2311
m	434	213	10	10	0	0	0s	100	1	2311
m	283	214	10	10	0	0	0s	100	1	2311
m	430	214	10	10	0	0	0s	100	1	2311
m	183	215	10	10	0	0	0s	100	1	2311
m	280	216	10	10	0	0	0s	100	1	2311
m	285	216	10	10	0	0	0s	100	1	2311
m	432	216	10	10	0	0	0s	100	1	2311
m	435	217	10	10	0	0	0s	100	1	2311
m	287	220	10	10	0	0	0s	100	1	2311
m	285	221	10	10	0	0	0s	100	1	2311
m	280	222	10	10	0	0	0s	100	1	2311
m	273	223	10	10	0	0	0s	100	1	2311
m	277	223	10	10	0	0	0s	100	1	2311
m	360	223	10	10	0	0	0s	100	1	2311
m	603	223	10	10	0	0	0s	100	1	2311
m	361	225	10	10	0	0	0s	100	1	2311
m	274	226	10	10	0	0	0s	100	1	2311
m	277	226	10	10	0	0	0s	100	1	2311
m	271	227	10	10	0	0	0s	100	1	2311
m	277	227	10	10	0	0	0s	100	1	2311
m	280	227	10	10	0	0	0s	100	1	2311
