m	102	633	10	10	0	0	90s	100	1	1503
r	103	755	10	10	0	0	60s	100	1	90104
r	108	493	10	10	0	0	60s	100	1	90105
m	109	612	10	10	0	0	90s	100	1	1501
m	112	680	10	10	0	0	90s	100	1	1502
r	129	141	10	10	0	0	60s	100	1	90101
m	144	539	10	10	0	0	90s	100	1	1502
m	148	423	10	10	0	0	90s	100	1	1503
r	148	152	10	10	0	0	60s	100	1	90101
m	153	785	10	10	0	0	90s	100	1	1503
m	165	260	10	10	0	0	90s	100	1	1501
m	166	947	10	10	0	0	90s	100	1	1502
m	170	752	10	10	0	0	90s	100	1	1502
r	171	112	10	10	0	0	60s	100	1	90101
r	173	943	10	10	0	0	60s	100	1	90104
r	185	828	10	10	0	0	60s	100	1	90104
r	186	807	10	10	0	0	60s	100	1	90104
m	187	844	10	10	0	0	90s	100	1	1502
r	189	489	10	10	0	0	60s	100	1	90104
m	189	492	10	10	0	0	90s	100	1	1501
m	192	442	10	10	0	0	90s	100	1	1501
r	199	153	10	10	0	0	60s	100	1	90101
r	199	322	10	10	0	0	60s	100	1	90105
m	201	309	10	10	0	0	90s	100	1	1503
r	201	111	10	10	0	0	60s	100	1	90101
m	202	287	10	10	0	0	90s	100	1	1502
r	205	94	10	10	0	0	60s	100	1	90101
r	207	470	10	10	0	0	60s	100	1	90105
m	208	283	50	50	0	0	40s	100	1	2132
r	210	300	10	10	0	0	60s	100	1	90104
r	210	155	10	10	0	0	60s	100	1	90102
r	211	807	10	10	0	0	60s	100	1	90105
m	213	784	10	10	0	0	90s	100	1	1501
r	214	541	10	10	0	0	60s	100	1	90104
r	215	83	10	10	0	0	60s	100	1	90101
r	225	326	10	10	0	0	60s	100	1	90104
r	225	560	10	10	0	0	60s	100	1	90104
r	226	777	10	10	0	0	60s	100	1	90104
m	229	301	10	10	0	0	90s	100	1	1502
m	232	331	10	10	0	0	90s	100	1	1501
m	237	740	10	10	0	0	90s	100	1	1502
r	238	947	10	10	0	0	60s	100	1	90104
r	239	476	10	10	0	0	60s	100	1	90104
r	242	599	10	10	0	0	60s	100	1	90105
r	243	114	10	10	0	0	60s	100	1	90101
r	244	887	10	10	0	0	60s	100	1	90105
m	253	710	50	50	0	0	40s	100	1	2131
m	255	662	50	50	0	0	40s	100	1	2131
r	258	547	10	10	0	0	60s	100	1	90104
r	259	462	10	10	0	0	60s	100	1	90104
r	260	735	10	10	0	0	60s	100	1	90104
r	262	351	10	10	0	0	60s	100	1	90104
m	264	331	10	10	0	0	90s	100	1	1503
r	264	759	10	10	0	0	60s	100	1	90104
m	267	565	50	50	0	0	40s	100	1	2132
r	269	912	10	10	0	0	60s	100	1	90104
m	270	617	10	10	0	0	90s	100	1	1501
r	272	584	10	10	0	0	60s	100	1	90104
r	273	681	10	10	0	0	60s	100	1	90104
m	277	459	10	10	0	0	90s	100	1	1502
m	277	903	10	10	0	0	90s	100	1	1501
r	280	467	10	10	0	0	60s	100	1	90104
r	282	616	10	10	0	0	60s	100	1	90104
r	283	900	10	10	0	0	60s	100	1	90104
r	285	650	10	10	0	0	60s	100	1	90104
m	286	660	10	10	0	0	90s	100	1	1503
r	286	488	10	10	0	0	60s	100	1	90104
m	287	690	10	10	0	0	90s	100	1	1502
r	288	615	10	10	0	0	60s	100	1	90104
m	288	707	10	10	0	0	90s	100	1	1501
r	289	181	10	10	0	0	60s	100	1	90101
m	290	737	10	10	0	0	90s	100	1	1503
r	292	787	10	10	0	0	60s	100	1	90105
r	293	872	10	10	0	0	60s	100	1	90104
r	294	760	10	10	0	0	60s	100	1	90104
r	296	104	10	10	0	0	60s	100	1	90101
r	297	729	10	10	0	0	60s	100	1	90105
m	300	888	50	50	0	0	40s	100	1	2131
m	304	882	10	10	0	0	90s	100	1	1503
r	306	93	10	10	0	0	60s	100	1	90101
r	307	703	10	10	0	0	60s	100	1	90104
r	309	595	10	10	0	0	60s	100	1	90104
r	309	806	10	10	0	0	60s	100	1	90104
r	314	618	10	10	0	0	60s	100	1	90104
r	314	664	10	10	0	0	60s	100	1	90104
r	316	843	10	10	0	0	60s	100	1	90104
r	320	134	10	10	0	0	60s	100	1	90101
r	320	899	10	10	0	0	60s	100	1	90104
r	320	919	10	10	0	0	60s	100	1	90105
m	322	637	10	10	0	0	90s	100	1	1501
m	323	826	10	10	0	0	90s	100	1	1502
m	327	739	10	10	0	0	90s	100	1	1502
r	328	639	10	10	0	0	60s	100	1	90104
r	329	551	10	10	0	0	60s	100	1	90105
r	338	772	10	10	0	0	60s	100	1	90104
m	340	901	50	50	0	0	40s	100	1	2132
m	340	551	10	10	0	0	90s	100	1	1503
r	341	85	10	10	0	0	60s	100	1	90102
m	345	880	10	10	0	0	90s	100	1	1501
m	346	761	10	10	0	0	90s	100	1	1501
m	346	546	10	10	0	0	90s	100	1	1502
r	354	118	10	10	0	0	60s	100	1	90101
r	355	538	10	10	0	0	60s	100	1	90105
r	360	208	10	10	0	0	60s	100	1	90101
r	361	742	10	10	0	0	60s	100	1	90105
r	373	226	10	10	0	0	60s	100	1	90102
r	380	715	10	10	0	0	60s	100	1	90104
m	381	658	10	10	0	0	90s	100	1	1503
r	382	672	10	10	0	0	60s	100	1	90104
r	397	261	10	10	0	0	60s	100	1	90102
m	397	694	10	10	0	0	90s	100	1	1503
r	398	223	10	10	0	0	60s	100	1	90101
m	405	842	50	50	0	0	40s	100	1	2132
m	407	876	50	50	0	0	40s	100	1	2132
r	409	288	10	10	0	0	60s	100	1	90101
